utterance,emotion,did
"Und als wir uns neulich verabschiedet haben, hat sie was Witziges gesagt.",neutral,424
"Aber wenn das nicht als Witz gemeint war, ist sie eher dumm und rassistisch.",anger,424
Wie war denn dein erster Arbeitstag im Restaurant?,joy,424
Verdammt!,joy,424
"{\an}Ich wollte ja Monopoly spielen, aber nein!",neutral,611
{\an}Danke.,neutral,611
{\an}Hallo?,neutral,611
{\an}Hallo?,neutral,611
"{\an}Danke, aber mir geht's ausgezeichnet. Wirklich.",joy,611
{\an}Und jetzt auf Grün.,neutral,611
{\an}Ich habe Zauberbohnen.,neutral,611
{\an}Mir geht's gut.,neutral,611
"Oh, das ist doch lächerlich!",joy,249
"Ich habe den Raum verlassen, weil du Huhn gegessen hast.",neutral,249
"Ich dachte, du hast dich gefürchtet, weil ich den Vogel laufen ließ.",neutral,249
"Ja, aber Truthahn gehört doch zu Thanksgiving!",joy,249
Thanksgiving ohne Truthahn ist doch wie der . Juli ohne Apfeltorte.,sadness,249
Oder wie ein Freitag ohne  Pizzen.,sadness,249
Na gut. Aber wir werden so einen Vogel nicht aufessen.,sadness,249
"Ich gebe dir mein Ehrenwort, den Vogel aufzuessen.",joy,249
"Willst du einen ganzen Truthahn essen, an einem Tag?",neutral,249
"Ja, genau, denn ich bin ein Tribbiani! Und Essen gehört zu unserer Stärke.",joy,249
"Ja, genau, denn ich bin ein Tribbiani! Und Essen gehört zu unserer Stärke.",neutral,249
"wir lesen nicht viel und wir laufen nicht schnell, aber essen können wir!",joy,249
"Ah? Ah? Ha, ha.  Oh, ha, ha. Sie wissen aber auch alles.",joy,249
"Glauben Sie nicht, dass ich nicht Ihre Begabung bemerkt habe.",neutral,249
"Ich habe etwas für Sie, das sehr viel mit Mode zu tun hat.",neutral,249
"Wie hört sich das an?  Oh, wahnsinnig.",neutral,249
"Oh, großartig!  Es hat funktioniert.",neutral,249
Ihre Lieferung ging raus. Und das wurde vergessen.,neutral,557
"Das Einzige, was noch im Laden war. Kein Wunder, dass Sie das gemerkt haben.",neutral,557
"Ich muss gestehen, dass Lieferungen nicht zu meinen Aufgaben gehören.",neutral,557
Oh.,neutral,557
"Nein, ich würde gerne mit Ihnen was trinken gehen.",fear,557
"Oh, wow. Furchtbar gern. Hört sich gut an.",joy,557
"Ja, gern.  Geiles Miststück.",joy,557
"Ja, gern.  Geiles Miststück.",anger,557
"Eigentlich hast du es gar nicht so schlecht getroffen, was?",neutral,116
"Dein Vater hat gesagt, dass du schulfrei hast",neutral,116
Ich wollte aber noch Kekse verkaufen.,sadness,116
"Alles klar, ich verstehe. Du magst dieses Weltraumzeug?",surprise,116
"Ja. Mein Daddy sagt, wenn ich so viel Zeit damit verbrächte, sauberzumachen,",neutral,116
"wie ich rumträume, könnte er davon eine Reise zum Taj Mahal bezahlen.",neutral,116
Da müsstet ihr aber viele Wohnungen saubermachen.,neutral,116
"Nein, wir bleiben sowieso zu Hause. Daddy ist ein Spieler.",sadness,116
Sie telefoniert nicht gern.  Ja.,neutral,116
"Hey, KnickFan, hab ich Sie nach Ihrer Meinung gefragt? Ähm, nein.",anger,116
"Ok. Ok, dann wär's am besten, wenn ich jetzt gehe.",neutral,116
Von mir aus.  Ok.,anger,116
Von mir aus.  Ok.,sadness,116
"Wissen Sie, was das Problem der Celtics ist? Die Spieler sind kein Team.",neutral,116
Das ist doch gar nicht wahr.,neutral,116
"Doch, es ist wahr.  Ist es nicht.",neutral,116
"Doch, es ist wahr.  Ist es nicht.",neutral,116
"Doch, es ist wahr.  Ist es nicht.",neutral,116
Auf der es keine Angst mehr vor Beziehungen gibt.,neutral,153
Hat denn niemand...,neutral,153
Ich bin noch nie durch diesen Tunnel gefahren.,neutral,153
"Wenn du Höhenangst hast, geh in das oberste Stockwerk des Hauses.",fear,153
"Wenn du Angst vor Spinnen hast, besorg dir eine Spinne.",neutral,153
Ja?,neutral,153
"Du hast Angst vor einer Beziehung, also musst du dich reinfallen lassen.",neutral,153
"Los, spring ins kalte Wasser!",joy,153
"Wenn ich in den Lauf dieses Gewehrs schaue,",fear,153
"Nein, wirklich, ich finde es völlig in Ordnung.",neutral,153
Ist gut. Ok. Bis dann.,neutral,153
Was macht sie heute?  Irgendwas Frauenbewusstes.,neutral,153
Was macht sie heute?  Irgendwas Frauenbewusstes.,joy,153
Schon zu Hause?,neutral,153
Was hast du mit der Lampe vor?  Sie braucht eine neue Glühbirne.,surprise,153
Deine CDAnlage ist auch schon seit einer Woche zur Reparatur.,disgust,153
Sie stören mich beim Oboe spielen.,anger,153
Sie haben keine Oboe.  Ich könnte aber eine Oboe haben.,anger,153
Sie haben keine Oboe.  Ich könnte aber eine Oboe haben.,anger,153
Wieso liegen wir im Bett?  Keine Ahnung.,surprise,217
Ja.,neutral,217
Wirklich?  Nein.,surprise,217
Aber wir haben es...,fear,217
Ich weiß nichts mehr von der letzten Nacht.,neutral,217
Oh!,joy,217
Oh!,surprise,217
Dann haben wir es nicht getan.,neutral,217
Wir beide waren aber betrunken!,neutral,217
Da bin ich auch froh.,neutral,217
und so weiter.,neutral,217
"Ach so, ja.",joy,964
"Na, fein...",joy,964
Ich habe versprochen...,surprise,964
Was?  Du blutest aus der Nase.,neutral,964
Was?  Du blutest aus der Nase.,surprise,964
"Das hatte ich schon, als mein Großvater gestorben ist. Entschuldige.",sadness,964
"Ok, also, was wolltest du mir sagen? Na los, fang an.",neutral,964
Entschuldige.,sadness,964
Entschuldige.,sadness,964
Ich kann dich nicht mehr sehen.,sadness,964
"Nun sind es schon , Ross.  Frauen haben jetzt ihre  Babys bekommen!",sadness,362
"Oh, das ist zwar Unsinn, aber sehr lieb von dir gemeint.",sadness,362
"Oh, schon  Stunden. Sie sind ja eine Heldin.",neutral,362
Nun tun Sie doch irgendwas! Eine Spritze!,sadness,362
"Und wie wäre es, wenn ich Sie jetzt einfach in den Kreißsaal bringe?",neutral,362
cm. Sie werden jetzt Mama.,surprise,362
cm. Sie werden jetzt Mama.,neutral,362
"Oh, mein Gott. Ok.",surprise,362
Wird Thanksgiving dieses Jahr geheim gehalten?,sadness,69
Was stimmt am . Oktober nicht?,neutral,69
"Super, dass ihr da seid.",neutral,69
"Eigenartig, der Hund hat hier nämlich schon seit ein paar Tagen übernachtet.",sadness,69
Ich werd mir noch einen Espresso holen. Noch einen Milchkaffee?,neutral,69
Weil es einfach keine Rolle spielt.,sadness,69
Das war's?,surprise,69
Die Umarmung sah ziemlich brutal aus.,neutral,69
"Du bist nicht dabei gewesen, ok?",anger,69
"Entschuldigen Sie, wir sind schon über eine Stunde hier",anger,69
"Dieser Typ mit dem kaputten Zeh, mit wem schläft der hier?",anger,69
"Ach, komm schon, Dora. Sei nicht böse.",neutral,69
"Wir haben beide Dinge gesagt,",neutral,69
"Ich fürchte, sie will nichts mehr von mir wissen.",joy,69
"Oh, hi. Wie geht es denn?  Es geht mir gut.",joy,69
"Danke, dass ich kommen durfte.  Sie wollen schon gehen?",neutral,69
"Danke, dass ich kommen durfte.  Sie wollen schon gehen?",joy,69
"Wir hatten gar keine Gelegenheit, uns zu unterhalten.",neutral,69
"Was sagen Sie, woher kommen Sie?",neutral,69
Colorado.  Was wollen Sie hier?,neutral,69
Über das Thema von vorhin sollten wir noch mal reden.,neutral,69
Ok.  Ähm...,neutral,69
Ich hätte das nicht sagen sollen.,sadness,69
"Es ist unwichtig, was ich für Sie empfinde.",neutral,69
"Nein, für mich nicht.  Na klar, ich habe Sie verschreckt.",neutral,69
Wirklich?  Ja.,surprise,69
"Nun zeigt uns mal, wo die Geschenke sind.",neutral,583
"Die Ente denkt, dass Monica mir Müll schenken möchte.",anger,583
Mhm. Wie wär's denn mit Buchstützen?,neutral,583
Hey! Das ist ja hohl!,neutral,583
Diese Bank hier ist hohl! Das habe ich ja gar nicht gewusst!,surprise,583
Da sind die Geschenke!  Nicht direkt hinsehen!,fear,583
Was?,surprise,583
Was?,surprise,583
"Na gut, sehen wir uns die Geschenke an.",neutral,583
"Ich will nicht wissen, was Monica für mich hat.",neutral,583
Wow!  Wie furchtbar.,neutral,284
"Ähm, was wählen wir für ein Motto aus?  ""Fleischliche Gelüste!""",neutral,284
Was?  Ich weiß nicht. CowboyMotto?,neutral,284
Einverstanden.  Dann kann das Spiel beginnen.,neutral,982
Na gut.  Pass auf.,neutral,982
Na gut.  Pass auf.,neutral,982
Eine  und eine .  Du hast gewonnen. $.,neutral,982
Wirklich?  Gleich noch ein Spiel.,surprise,982
Was hast du?  Eine  und eine .,neutral,982
Was? Wirklich?,surprise,982
"Nein, wieso?  Das ist ein voller Becher.",surprise,982
"Nein, wieso?  Das ist ein voller Becher.",neutral,982
Ich bin ja wirklich unschlagbar.,joy,982
"Wie spät es war, habe ich erst mitgekriegt,",neutral,959
Jedenfalls wollte sie nicht hier bleiben. Sie ist gerade weggefahren.,sadness,959
Jedenfalls wollte sie nicht hier bleiben. Sie ist gerade weggefahren.,neutral,959
Ich habe dir einen Brief geschrieben.,neutral,959
Ich kriege gerne Briefe.,joy,959
"Ich habe da über ein paar Dinge nachdenken müssen, die uns betreffen.",neutral,959
Ok. Ha.  Ok.,neutral,959
"{\an}Hey, Joey. Was ist denn los?",neutral,465
"{\an}Gleich fährt der ""SuperbusenExpress"" in den Bahnhof ein.",neutral,465
"{\an}Joey! Was, zum Teufel, sollte das?",disgust,465
"{\an}Entschuldigung, dein Busen war nicht gemeint!",sadness,465
"{\an}Hallo, Joey!",neutral,465
"{\an}Hallo, Kleine!",surprise,465
"Phoebe, hast du die Kartoffeln schon...?",anger,545
"Oh, das tut mir leid. Ich dachte...",sadness,545
Wozu soll das gut sein?,surprise,545
bevor sie starb.,sadness,545
Ok. Dann gibt's eben auch Kartoffeln à la Phoebe.,neutral,545
"Macht's gut, ihr Lieben.",joy,545
"Der Ballon?  Nein, natürlich die Comicfigur.",neutral,545
"Der Ballon?  Nein, natürlich die Comicfigur.",neutral,545
Ich gehe aufs Dach. Wer kommt mit?,neutral,545
Ein  m großer aufgeblasener Hund über der Stadt. Wie oft kommt das vor?,surprise,545
Schlüssel nicht vergessen.  Ok.,neutral,545
"Findet ihr, dass David Copperfield gut aussieht?",neutral,87
"Nein, aber er hat mir gesagt, dass er dich sehr bewundert.",neutral,87
Ja. Nein.,sadness,87
Ja. Nein.,neutral,87
und Krabben,neutral,87
"Ok. Ok, gut, aber eine Frage habe ich noch an Sie.",neutral,87
"Ok. Ok, gut, aber eine Frage habe ich noch an Sie.",neutral,87
"Wenn wir verschwinden, sollen wir gehen oder laufen,",neutral,87
"Hören Sie auf! Er redet langsam, aber vielleicht pinkelt er schnell. Los!",joy,87
{\an} Geht's dir schon besser?  Ja.,sadness,87
{\an} Noch Schmerzen?  Ja.,sadness,87
{\an}Nette Idee. All deine Sachen passen jetzt zueinander.,joy,87
Hi!,neutral,87
Wie ist es gelaufen?,neutral,87
{\an}Ausgezeichnet!,joy,87
{\an}Wir haben das Paar auseinandergefetzt und dann brüderlich geteilt.,joy,87
"Oh, Gott. Das ist der Kerl, mit dem du an der Freiheitsstatue warst.",surprise,498
Versuch es doch einfach,neutral,498
Versuch es doch einfach,neutral,498
Wir beide blicken in unsere Zukunft. Wir freuen uns auf die Ehe.,joy,498
"Wir wollen sagen ""Geller und Bing sind bald verheiratet"",",anger,498
"Ha, ha, ha.  Hey, lachen Sie nicht über ihn.",anger,498
"Ha, ha, ha.  Hey, lachen Sie nicht über ihn.",anger,498
Er ist mein ertrinkender Blödmann!,neutral,498
Ok...,joy,72
"""Tiger"".",anger,72
"""Eisberg"".",anger,72
"Doch, wie verrückt.",sadness,72
Das ist ein Gis.,neutral,72
Ich habe keine Gitarre angefasst.  Aber du stellst meine Methode infrage.,surprise,72
"Ich stelle sie nicht in Frage. Ich sage nur, dass sie dämlich ist.",anger,72
Danke sehr.,neutral,72
"Bisher haben es die anderen Schüler nicht gewagt,",anger,72
"""Die anderen Schüler"" warst ja auch du!",anger,72
"Vielleicht wäre es angebracht, wenn du etwas fleißiger sein würdest?",anger,72
Na schön. Geh zu deinen hochqualifizierten Lehrern.,anger,72
(SINGT) <i>Baddest man in the whole damn town...</i>,neutral,72
"Ja, du bist natürlich auf seiner Seite.",anger,72
"Na, ist gut. Wenn du willst. Dann warte bitte.",neutral,72
"Ich hätte gern ein Ticket, das nur echt aussieht.",neutral,72
Ich kann Ihnen nicht folgen.,surprise,72
"Was geben Sie einem Kind, wenn es mit einem Ticket spielen möchte?",neutral,72
Nein.,neutral,72
"Sie wird denken, ich gebe Ihnen eine Kreditkarte,",neutral,72
"Hier ist noch ein Bett frei.  Ich werde Ihnen was sagen, kapiert?",neutral,72
Und gegangen sind sie mit ihren Babies.,anger,72
Nicht diese Klapsmühle. Ich werde Sie verklagen! Mein Mann ist Anwalt.,anger,72
Nicht diese Klapsmühle. Ich werde Sie verklagen! Mein Mann ist Anwalt.,anger,72
"Ok, dann bringen Sie die Frau einfach rein.",neutral,72
Und das nicht essen!,joy,449
Ich möchte Artikel JA.,neutral,449
"Hi, ähm, hör zu. Ich komm her, komm rein.",neutral,449
Es tut mir ja so wahnsinnig leid wegen gestern.,sadness,449
"Ich weiß gar nicht, was ich sagen soll.",sadness,449
"Ich gebe zu, dass ich auch etwas für dich empfinde.",joy,449
"Ich wünschte, es würde hinhauen. Aber das geht nicht.",sadness,449
"{\an}Oh, Gott, ja, das ist wahr.",joy,449
{\an}Dann werde ich jetzt mal verschwinden.,sadness,449
"Ich kann mir nicht vorstellen, dass du das ernst gemeint hast.",surprise,205
"Moment, Mr. Salty ist Matrose",anger,205
"Also, ich würde nur Werbung für diese Müsliriegel machen.",neutral,205
"Los, kommt her und seht euch das an.",fear,205
"Das ist ja unglaublich, er beobachtet uns.",surprise,205
So ein Kerl kann doch nur krank sein.,disgust,205
"Ich fühl mich beschmutzt, Leute.",disgust,205
Wie können Menschen bloß was tun?,surprise,205
{\an}Na also.,joy,205
{\an}Und die sind richtig nett.,neutral,205
{\an}Und die sind richtig nett.,joy,205
"Dir sag ich nichts. Du bist der böse Mann, der Sarah das Bein gebrochen hat.",anger,755
"Hör zu, Kleine, das war ein Unfall, kapiert?",anger,755
"Ach, du bist ein Fratt!",anger,755
Was ist denn ein Fratt?,neutral,755
Wieso sollte ich? Ich brauche ja nur dich anzusehen.,joy,755
Meine lieben Kinder und mein Herr.,joy,755
Nicht schön genug.,anger,755
"Das reicht nicht, aber du warst fleißig.",neutral,755
"Das kann bis morgen warten.  Ja, gut.",neutral,765
Wirklich gut.,joy,765
"Auf einmal mögt ihr meinen Hut, was?",joy,16
Oje.,disgust,16
Warum liegt hier so viel Sand?,surprise,16
Bob wollte auf diese Weise Flutschäden verhindern.,neutral,16
"Joey, geben Sie mir den Käse.",neutral,16
Nenn mich lieber nicht Joey.,neutral,16
"Ich arbeite unter einem Künstlernamen.  Hey, Dragon!",neutral,16
Das sind ja $!,surprise,16
Die Leute sind großzügig in der Weihnachtszeit.,neutral,16
"Ok, ich möchte die Abendkarte besprechen.",neutral,16
Zunächst hätten wir einen chilenischen Barsch in einem Mango...,neutral,16
Weil wir es uns merken.,neutral,16
"Und weil Sie sich dann wieder Gerichte ausdenken, die ich dann kochen muss?",anger,16
"Ich war bei Kyle, weil ich noch ein paar Sachen abholen wollte,",neutral,16
Wir haben die ganze Nacht geredet,sadness,16
Was ist mit ihrem Gejammer und der dauernden Kritik?,anger,16
"Ich arbeite daran, ok?",neutral,16
"Weißt du, dass er summt, wenn er pinkelt?",anger,16
Es tut uns wirklich leid.,sadness,16
"Ja, wir gehen jetzt.",neutral,16
Es tut mir leid.,sadness,16
"Er summt übrigens auch, wenn er andere Sachen tut.",neutral,16
"Selbst wenn die wieder Schluss machen,",anger,16
Der geschiedenen Männer.  Ist doch egal wie der heißt.,sadness,16
Hey.  Hi.,surprise,439
Dafür eigentlich nicht.,neutral,439
"Nein, nein, nein. Ich werde es nicht selbst machen.",disgust,439
Ich werde meine Kollegin fragen.,neutral,439
"Das wird dir Spaß machen. Hey! Ha, ha.",joy,439
Ist das nicht aufregend?  Oh ja.,joy,439
Arbeiten Monica und Rachel auch da?,neutral,439
"Du kriegst schon noch eins.  Oh, ja. Und wann?",surprise,232
Ich mach dir einen Vorschlag.,neutral,232
"Wenn wir  sind und du noch nicht verheiratet bist,",neutral,232
Warum sollte ich mit  noch nicht verheiratet sein?,surprise,232
"Oh, nein, nein, nein. Ich meinte das rein hypothetisch.",neutral,232
"Gut, hypothetisch, warum bin ich mit  noch nicht verheiratet?",anger,232
"Nein. Nein, nein.  Nein, nein, nein? Was ist es?",neutral,232
"Gibt es was ""Unheiratbares"" an mir?",anger,232
Ähm...  Wie bitte?,neutral,232
"Ach, du lieber Himmel, eben hat mich eine Wespe gestochen.",surprise,232
Hey.  Hey. Oh.,surprise,232
Hey.  Hey. Oh.,neutral,232
"Heute ist ein ganz besonderer Tag, und da möcht ich nett aussehen.",neutral,232
"Chandler, hast du schon von Monicas geheimnisvollem Freund gehört?",neutral,232
"Nein, bis jetzt nicht.",neutral,232
"Monica, wann werden wir ihn denn kennenlernen, diesen Supermann?",neutral,232
Er ist schüchtern. Er braucht noch Zeit.,neutral,232
"Sag mal, wie kommt es, dass du so auf Ärzte fliegst?",neutral,232
"Ja, er braucht noch ein bisschen Zeit.",neutral,232
Ist dein Vater vielleicht Arzt?,neutral,232
"Ich will den Mann kennen lernen, der dir den besten Sex bietet.",joy,232
Nur so.,neutral,232
Wirklich?,surprise,232
Schon möglich.,neutral,232
Ich freue mich nur so für diesen Mann.,joy,232
Warum bist du sauer auf mich?  Weil du mich langweilig findest. Oh.,anger,327
Wann habe ich das gesagt?,neutral,327
Nun ist es mir eingefallen! Wir spielten Schach.,surprise,327
Du und ich haben noch nie Schach gespielt.,neutral,327
Doch. Wir zwei waren auf dem zugefrorenen See und haben Schach gespielt.,joy,327
Dann nahmst du deine Energiemaske hoch und warst Cameron Diaz.,anger,327
"Ich würde sagen, das war alles bloß ein Traum.",neutral,327
sollte das von der Großmutter des Babys sein.,neutral,645
"Ja, aber sicher.  Ich habe genügend Informationen,",neutral,645
"Ja, aber sicher.  Ich habe genügend Informationen,",joy,645
"ich habe viel über die Geburt gelesen,",neutral,645
"Und stell dir vor, das Baby kommt,",sadness,645
"Und stell dir vor, das Baby kommt,",neutral,645
Wo gehst du hin?  Ich gehe zur Toilette.,fear,645
"Ja, es wird bestimmt alles gut.",neutral,645
Hey.  Hey.,joy,645
Hey.  Hey.,surprise,645
Ich habe gegen Chandler bamboozled.,neutral,645
"Haben wir nicht noch was zu tun?  Ja, natürlich!",neutral,593
"Haben wir nicht noch was zu tun?  Ja, natürlich!",neutral,593
Ich finde dich wirklich ausgesprochen nett.,joy,593
Oh. Geht das schon wieder los!,sadness,593
Oh. Geht das schon wieder los!,sadness,593
Wieso muss das immer mir passieren? Lasse ich vielleicht was raushängen?,anger,593
Was mache ich nur falsch? Wieso gehe ich allen auf die Eier?,sadness,593
Was mache ich nur falsch? Wieso gehe ich allen auf die Eier?,sadness,593
"Ehrlich gesagt, weiß ich gar nicht so richtig, was ich sagen soll!",surprise,593
"Hey, hier gehen Familien ein und aus. Steck die Maus wieder ins Haus.",disgust,593
Sind sie noch nicht da?,neutral,363
"Und solange sie nicht da sind, werden wir  uns um dich kümmern, ok?",neutral,363
Ja.,joy,375
"Wie wär's dann mit einem Händedruck? Ha, ha, ha.",neutral,375
Oh nein! Um Himmels willen!,joy,375
Oh nein! Um Himmels willen!,joy,375
"Ich glaub's einfach nicht, dass da drin eine nackte Hure liegt.",surprise,453
"Was? Was?  Oh, die Wehen! Au! Au!",surprise,572
Was war das jetzt?,fear,572
Sie haben irgendwie schon recht komische Kosenamen füreinander.,sadness,572
"Oh, Gott! Oh, die Wehen. Oh, au!  Ganz ruhig, ganz ruhig atmen.",surprise,572
Du gaffst sie an.  Tu ich nicht!,anger,572
"Gaff sie nicht so an, du kranker Bastard.  Ich hab sie nicht angegafft. Ich schwöre!",anger,572
"Gaff sie nicht so an, du kranker Bastard.  Ich hab sie nicht angegafft. Ich schwöre!",fear,572
"Sie hat Wehen, kapiert? Na, das gefällt dir wohl, du kranker Bastard!",anger,572
Ich mach das mal zu.,neutral,572
"Siehst du, nur weil du so gegafft hast, du fetter Perversling.",anger,572
"Ich bin mir sicher, dass niemand gegafft hat.",neutral,572
Vermisst du deine Freundin?,neutral,572
"Ignorier die beiden, hörst du?  Ah.",neutral,572
"Ross, er gafft mich an.  Hey!",neutral,572
"Sie wollen Ihr Kind noch miterleben, oder?",anger,572
"Lassen Sie gefälligst meinen Ehemann in Ruhe, Sie dämlicher Bastard!",anger,572
Möchten Sie mal probieren?,neutral,353
"Hi, Annabel.  Hallo, Joey.",neutral,353
"Schön, dass du da bist. Aber es wird noch dauern. Wieso hast du nicht angerufen?",joy,584
Ich komm noch mal mit deinem Vater wieder. Sehr gut.,neutral,584
"Ich möchte dir so gern etwas schenken, mein Junge.",neutral,584
"Ma, hältst du etwa um meine Hand an?",surprise,584
"Der Verlobungsring deiner Großmutter. Ich will, dass du ihn Rachel schenkst.",joy,584
"Nein, lass das bitte. Ich danke dir.  Nun hör mir doch zu.",surprise,584
"Nein, lass das bitte. Ich danke dir.  Nun hör mir doch zu.",fear,584
Wir gehen los und kaufen uns neue Sonnenbrillen.,joy,404
"Was? Nein, ich will die Sendung sehen.",joy,404
"Funktioniert dein Kabelfernsehen?  Nein, das ist VH .",neutral,404
Die Musik von den Jugendlichen heutzutage,neutral,404
Wieso hast du kein Kabel mehr?,sadness,404
"Äh... Oh, weil ich die Rechnung nicht bezahlt habe. Ha, ha.",sadness,404
"Wenn du Geld brauchst, dann lass mich dir doch was borgen.",neutral,404
"Nein, Chandler, vergiss es, ok?",neutral,404
"Nein, Chandler, vergiss es, ok?",anger,404
"Es ist schwieriger, seit Janine nicht mehr da ist. Oh, war die heiß!",joy,404
"Es ist schwieriger, seit Janine nicht mehr da ist. Oh, war die heiß!",sadness,404
Au weia.  Das ist richtig.,joy,404
Aber ich kriege das schon wieder hin. Ich kann ja ein bisschen Radio hören.,neutral,404
Und außerdem habe ich von Ross ein super Buch bekommen.,neutral,404
"Ja, gut.",neutral,404
Telefon bezahlt?  Dummerweise nicht.,neutral,404
Telefon bezahlt?  Dummerweise nicht.,neutral,404
Ich weiß es nicht.,surprise,404
"Na gut, fangen wir an.  Ja, genau.",neutral,404
Könnten wir tun. Oder wir nutzen es für uns.,joy,39
"Darüber muss ich nachdenken, während ich mir meine Hose ausziehe!",joy,39
"So, hätten wir das erledigt?",neutral,39
Hm.,surprise,39
"Nein, nein.  Gut.",neutral,39
Hi. Hi.,neutral,39
"Glücklich? Du findest, dass ich glücklich sein sollte?",anger,39
"Ich dachte, er wäre bei dir.  Er war bei mir.",neutral,39
"Verrat mir doch endlich, was du wirklich willst! Ja?",anger,39
"Ich möchte wissen, was du eigentlich erwartest.",anger,39
Dann darfst du uns nicht fragen. Das ist doch nicht fair.,neutral,39
"Und wenn du mich ansiehst, geschieht auch nichts.",anger,39
"Da hast du recht. Danke, dass du für meine Ehrlichkeit sorgst, Dad.",neutral,39
Rein gar nichts.,anger,39
Das hat Stil.,joy,39
Ich habe eine Frage zu dieser Szene.  Ja.,neutral,39
Das war nach der Hochzeit. Dann bringt es kein Unglück mehr.,neutral,39
"Ich verstehe nicht, wieso sich Adrianne zu Victor hingezogen fühlt.",disgust,39
Nur Glück leider auch nicht.,neutral,39
Man muss das mehr von innen her sehen.,neutral,39
"Oh, mein Gott! Monica.",surprise,39
"Ich glaube nicht, dass das einer Frau wie Adrianne reicht.",neutral,39
"Ja, ich weiß!",neutral,39
Ich hab's auch nicht einfach. Diese Rollen verlangen das von uns.,neutral,39
Ich hab's auch nicht einfach. Diese Rollen verlangen das von uns.,anger,39
"Hey, wie geht es Chandler?  Großartig!",neutral,39
"Ich verstehe auch nicht, was Victor an dir findet.",anger,39
"Das steht da nicht drin.  Doch, in meinem schon.",anger,39
"Das steht da nicht drin.  Doch, in meinem schon.",anger,39
"Es tut mir leid, dass du warten musstest.",sadness,692
auf dich zu warten.,neutral,692
Das denkst du dir so.,neutral,613
Wie sieht's mit Freunden aus? Können die mir das Rezept besorgen?,neutral,613
Wiederhole mal den Namen.  Nestlé Toulouse.,neutral,613
Nestlé Tollhaus?,neutral,613
Ja!,surprise,613
"Ja, du sagst es! Siehst du, genau das ist der Grund,",anger,613
"Entschuldige, äh, ich wollte dich nicht erschrecken.",sadness,476
Ist schon ok.,neutral,476
Hi.,surprise,476
"Was? Oh, nein. Oh, mein Gott.",surprise,476
"Also, wir nehmen an, dass der Brandherd hier entstanden ist,",neutral,476
Und konnten sich denn noch alle retten?,fear,476
"Was ist das?  Nein, sieh nicht hin.",surprise,476
Das willst du gar nicht so genau wissen.,fear,476
Meine kleinen Lieblingspuppen.,sadness,476
"Sie ist doch nicht verrückt, oder?  Nein.",surprise,825
"Und, äh, wie geht's denn so?",neutral,825
"Ganz im Ernst. Grauenvoll, wirklich.",surprise,999
"Ja, sogar ständig. Ich will ihn an meine Stimme gewöhnen.",neutral,999
Sprichst du auch über mich?,neutral,999
"Ja, sogar ständig.  Ach ja?",neutral,999
"Bloß bei uns heißt das immer nur ""Bobo, der Samenspender"".",neutral,999
{\an}Hey! Seht her!,joy,824
"(SINGT) <i>Denn immer, wenn ich dein Gesicht seh</i>",joy,167
Wow! Die Frau ist gut.,surprise,167
"Sie singt ein Lied, das sich reimt. Das sollte ich auch mal machen.",anger,167
Ich finde sie gut.  Nur weil sie singen und,neutral,167
"Das ist das Mindeste, das ich von einer Sängerin erwarte.",neutral,167
Nun werd doch nicht gleich eifersüchtig.,anger,167
Euch kann man doch gar nicht miteinander vergleichen.,neutral,167
"(SINGT) <i>Sag mir, dass du immer bei mir bleibst</i>",sadness,167
"""Phoebe Buffay, es tut so weh. Warum bin ich gegangen,",neutral,167
"Oh, nein, nicht schon wieder ein Lied mit so einem PseudoInhalt!",neutral,167
"Um eine tragische Liebesgeschichte zwischen Cathy und Heathcliff,",sadness,167
Wie würden Sie die Thematik dieses Buches beschreiben?,neutral,167
"Ahem, ähm...",neutral,167
"Das ist ja Fakt,",neutral,167
Du hast mir meine Antwort geklaut!,anger,167
Das war doch offensichtlich.,sadness,167
Woher willst du das wissen? Du kennst es nicht!,anger,167
Was sagen Sie? Ich meine Sie dort in der blauen Bluse.,neutral,167
"Ich finde, ähm, dass Ihre Frage gleich mehrere Antworten zulässt.",neutral,167
Möchten Sie mir eine anbieten?,neutral,167
"Vergessen wir das, ok?",neutral,167
Also schön.,neutral,167
"<i>Sobald eine Leitung frei ist,</i> <i>melden wir uns bei Ihnen.</i>",neutral,225
"Da! Da! Hast du das gehört? Na, bitte!",joy,225
Hey.,neutral,225
Natürlich nicht.,sadness,225
"Gut, ok, ich wollte nur, dass es die beiden auch mal von anderen hören.",neutral,225
"Nein. Du?  Nein, wieso auch?",neutral,225
"{\an} Ross.  Hi. Entschuldige,",disgust,225
"{\an} Ross.  Hi. Entschuldige,",neutral,225
"{\an}Ein Glück, ich hatte schon ein schlechtes Gewissen.",joy,225
"{\an}Ich musste eine neue Batterie besorgen, ich habe die Beste genommen,",neutral,225
"{\an}Ich musste eine neue Batterie besorgen, ich habe die Beste genommen,",neutral,225
{\an}Das war genial von dir.,joy,225
"{\an}Ja, ok, ich gebe dir morgen das Geld.",neutral,225
{\an}Sie sind alle weitergefahren.,sadness,225
"{\an}Ja, natürlich. Wiedersehen.",neutral,225
"So, jetzt muss ich aber gehen.",neutral,225
{\an}Hey! Was ist hier los?,neutral,701
{\an}Ich mache Weihnachtskonfekt für die Nachbarn.,neutral,701
"Das ist doch unglaublich, oder?",joy,314
Ja. Und sie werden glücklich miteinander sein.,joy,314
