utterance,emotion,did
"auf etwas Schlaf für die kommende Woche zu verzichten, ist es wert :P",joy,201
wahhh,sadness,201
Wie viel Zeit wird es noch dauern?,non-neutral,201
nehmen?,neutral,201
wir planen 20min pro Person ein,neutral,201
also etwa 5h 20min insgesamt?,neutral,201
haha,joy,201
1h weniger Schlaf pro Nacht,neutral,201
keine große Sache,neutral,201
"Hey Person_77,/nWir sind auf dem Weg zur Organisation_54, aber ich merke, dass wir furchtbar spät dran sind. Ich hoffe, Sie warten nicht auf uns. Bitte gehen Sie voraus, wenn Sie können./nSorry!",sadness,591
"wir warten auch noch auf den Shuttle, also können wir noch nicht starten :/",non-neutral,591
der Shuttle hat 15min Verspätung!!,anger,591
"aber yea, können Sie Jungs laden unsere Spiel-Website auf Ihrem Handy zuerst?",neutral,591
Ich kann. Soll ich mich anmelden?,neutral,591
Jawohl!,neutral,591
Na gut. Fantastisch.,joy,591
der Rest soll sich auch anmelden!,neutral,591
danke (:,joy,591
Wird gemacht.,neutral,591
erreichen Sie bald?,neutral,591
"der Shuttle kommt gerade an, also wollen wir bald starten",neutral,591
organisation_59 sagt 7 Minuten.,neutral,591
omgosh,surprise,591
"Ok, können wir ohne euch anfangen?",neutral,591
"Ja, bitte. Machen Sie weiter.",non-neutral,591
"lesen Sie einfach das Zeug auf der Hauptseite, es sollte hoffentlich eonugh sein?",neutral,591
Dank (:,joy,591
"ok wir haben angefangen, ttyl",neutral,591
das Zimmer ist im ersten Stock,neutral,591
"geradeaus zu den bodentiefen Fenstern gehen, rechts abbiegen",neutral,591
in den offenen Raum gehen,neutral,591
In Ordnung.,neutral,591
Ich liebe dich,neutral,162
Ich schreibe Ihnen heute Abend eine SMS,neutral,162
Ich liebe dich auch,neutral,162
Viel Spaß bei der Show,neutral,162
Danke,neutral,162
Ich habe 4 Schweine,neutral,162
das war eine schreckliche Wanderung,non-neutral,162
es gibt Löcher und Seen zum Hineinfallen und ein Wolfsrudel,non-neutral,162
FISHSTicks,neutral,161
Lol ok person_362,joy,161
oh Entschuldigung,neutral,161
sie gaben nicht viel Essen am Standort-HL,neutral,161
also kaufte ich ein Stück Wurstpizza,neutral,161
es war sehr gut,joy,161
Leckere Pizza,joy,161
"Ich wünschte, ich hätte zwei Scheiben bekommen lol",neutral,161
"Sie sind noch unten, um Essen zu holen",neutral,23
Dude,non-neutral,23
Sie haben mir vorher eine Nachricht geschickt,non-neutral,23
Und du hast nicht gesagt dhit,anger,23
Ich habe bereits Essen lol,neutral,23
Sie tun dies immer,anger,23
Ich bin einfach nur erschöpft hahahaha,neutral,23
Entschuldigung :/,sadness,23
"person_339, alles, was Sie empfehlen können, um in New York zu tun? person_146 und ich werden einige Museen in dieser Woche zu tun und wir bummed um die Geschäfte heute, aber dachte, ich würde für Vorschläge fragen",neutral,704
"location_76 place_1, location_1 botanische Gärten sind beide großartig",neutral,704
"Ich glaube, es gibt kostenloses Kajakfahren entweder im Park_1 oder am Standort_1 am Standort_94",neutral,704
"Oh jo, wirklich",surprise,704
Müssen Sie einfach einen mieten?,neutral,704
Oder ist es wie völlig frei,neutral,704
"Ich glaube, ich war nie selbst dort, aber ich habe gehört, dass es dort ist",neutral,704
"Schön, das klingt dope",joy,704
"Ich bin mir nicht sicher, aber ich glaube, wenn Sie nachschauen, sind die Informationen online",neutral,704
"Gut, ich schaue es mir mal an",neutral,704
"Wir haben den Fehler gemacht, zum Times Square zu gehen",sadness,704
Wurde von einem verdammten Lakaien belästigt,sadness,704
"Auch die Roosevelt Island Airtram ist cool, ich habe euch das gezeigt, als ihr das letzte Mal da wart, aber ich bezweifle, dass person_368s es gesehen hat",neutral,704
Person_340,neutral,704
"Ja, der Typ war irgendwie gefickt",non-neutral,704
"Aber ja, das wäre cool",joy,704
"Ah Scheiße, sieht so aus, als würde die Kajaksaison erst am 21. beginnen",sadness,704
Wurde Ihre jemals hochgeladen?,neutral,300
Ich habe höllische Probleme,non-neutral,300
Ich mache gerade Deutsch,neutral,300
aber ich lade sie einfach über usb hoch und schicke sie Ihnen per pm,neutral,300
das ist kunst,neutral,300
sind Sie nur neugierig oder brauchen Sie sie eher?,surprise,300
was ist kunst?,neutral,300
nein ich bin nur neugierig haha,joy,300
k³,neutral,300
Link_10,neutral,300
beleuchtet,joy,300
anständig,neutral,300
"Klavier gemischt mit einer Harfe, außer dass er ein Chopstic verwendet",neutral,300
p hipster B),joy,300
3hip6me,neutral,300
Schafft den Hipster-Scheiß hier raus,disgust,300
anscheinend ist Person_478 noch am Leben,surprise,300
sie wird bald wieder sterben,non-neutral,300
bald(tm),neutral,300
Bald,neutral,300
mama: komm und sag hallo zu den nachbarn. ich: nein ich habe keinen bh an. mama: sie haben einen neuen welpen. ich: 🏃🏃🏃,joy,614
"unser Name ist Person_405 sie ist ein 6 Wochen alter Huskie, schwarzer Lab und deutscher Person_297 Mix",joy,614
Ich liebe sie,joy,614
sie knabbert an Ihren Fingern,neutral,614
Ahhh omg pics?,joy,614
"Ich bin zu schnell gegangen, warte, ich ziehe es",neutral,614
oh warte mal kurz,neutral,614
das ist der Welpe,neutral,614
ja,neutral,715
Das mussten wir letztes Jahr auch,neutral,715
Welche Software ist dafür zu verwenden?,neutral,715
Sie müssen das Formular von Hand ausfüllen,neutral,715
"können Sie prüfen, welches Formular?",neutral,715
person_372 Steuersoftware oder so,neutral,715
ok,neutral,715
nicht Software,neutral,715
die Website,neutral,715
"Lassen Sie mich sehen, ob ich die Unterlagen vom letzten Jahr habe, wenn ich nach Hause gehe",neutral,715
okay danke,neutral,715
Babe Person_121,neutral,645
"Ich bin zu Hause, aber TBH Ich werde auf Ihre Sache tmro schauen",neutral,645
Hallo,joy,645
Ich liebe dich,joy,645
"Ich beendete Montage aber idk, wenn es stark sein wird",neutral,645
Ich habe es dieses Mal lockerer gemacht,neutral,645
"Ich denke, ich werde es aufladen",neutral,645
"ich habe gelesen, dass Lötstellen bei einem schneller aufgebrachten Schlag mehr Scherkraft aufweisen",neutral,645
"er, Scherfestigkeit",neutral,645
"was bedeutet, dass ein langfristiges Ziehen genau das Schlimmste ist, was ich damit machen könnte",non-neutral,645
ach so,neutral,645
Sind Sie bald fertig?,neutral,645
Willst du mich anrufen?,neutral,645
O.o,surprise,699
Es geht ihr also gut?,non-neutral,699
"Was ist mit ihr passiert, hat der Arzt gesagt?",non-neutral,699
Guten Morgen Person_384,neutral,699
Ja,joy,699
Sie ist in Ordnung,joy,699
Ging ins Krankenhaus,neutral,699
Haha Morgen!,joy,699
Blutdruck normalisiert sich,joy,699
Dann ließen sie sie zurück,neutral,699
"Ich glaube, sie ist jetzt mit der Schule auf Tournee, um den Ort zu erkunden_52",neutral,699
"Das Gespräch mit Ihnen und meiner Schwester erinnert mich an die Zeit, als ich im Austausch war",joy,699
Haha,joy,699
So lustig,joy,699
"Die Leute sind wirklich sehr sehr intelligent..es ist schwer, mit diesen ppl konkurrieren",non-neutral,632
Das Leben ist hektisch kein Schlaf nichts,fear,632
Hier dasselbe,non-neutral,632
Person_303,neutral,632
Die Leute nehmen das Studium ernst,neutral,632
Und das College erwartet das Gleiche,neutral,632
Ein großer Sprung😳,non-neutral,632
"Und darüber hinaus ist der Aufwand, den sie betreiben, geringer und o/p ist größer",neutral,632
Haa bahut difference aa gaya hai...I am struggling,non-neutral,632
Hier dasselbe,non-neutral,632
Hoffe erfolgreich 2 Jahre nikle mit einem Abschluss in der Hand,neutral,632
mit blödem Vorlabor fertig,non-neutral,33
 Juhu,joy,33
"Nun, ich muss es noch aufschreiben",neutral,33
welche Art von Vorlabor dauert so lange,neutral,33
süßer Atilla,joy,33
Was halten Sie von Atilla,neutral,33
Sehr niedlich,joy,33
"tut es Vögeln weh, wenn ihnen wahllos Federn ausgerupft werden",neutral,33
Ja,neutral,33
oh,neutral,33
armer Atilla,non-neutral,33
Arme Birke,sadness,33
Das Team braucht aber sein Glück,neutral,33
Sie sind so etwas wie das Schlusslicht der Liga,neutral,33
Oh ok,neutral,33
"Mein Telefon ist unverschämt, was ich Ihnen gezeigt habe, ist nichts, nur ein Übungsstück, aber mit Intarsien können Sie solche Dinge machen",neutral,436
Ich mag die Vase!,joy,436
"Kann ich eine kleine Blumenvase anfordern, wenn Sie gut darin werden?",neutral,436
"mein Vater denkt darüber nach, sich eine Drehbank zuzulegen, weil es Spaß machen würde, wenn er sie hat und wenn ich die Fertigkeit erlangen kann, dann ja.",neutral,436
"das ist mehr von dem, was ich können sollte nicht richtig zu tun",neutral,436
jetzt,neutral,436
hoffentlich,neutral,436
"wenn ich aufhöre, es zu vermasseln",non-neutral,436
Das ist hübsch. Ich mochte die Box Deckel in der Gruppe von Fotos u gesendet. So wie ein Schneidebrett / Topfhalter suchen Stück Holz. Eine große Tischplatte würde schön und einzigartig sein!,joy,436
"Mhmm. Ich weiß nicht, ob ich die Möglichkeit habe, sofort etwas zu machen, aber ich dachte, dass es wie eine coole Fähigkeit aussieht, die man entwickeln kann",neutral,436
"Mhm. Wenn du künstlerisch veranlagt bist, könntest du ein paar schöne Sachen machen. Sie müssen mir sagen, wie es funktioniert tmrw",neutral,436
Die Holzbearbeitung ist mein künstlerischer Ausdruck.,joy,436
Auf meinem Computer funktionierte es einwandfrei,neutral,81
dies ist mysteriös,surprise,81
Hm,neutral,81
Ihm die Datei noch einmal schicken?,neutral,81
"1.8, in den Standardspeicherort installiert, die von mir gesendete Datei heruntergeladen",neutral,81
Vielleicht wurde es beschädigt,neutral,81
"Ja, vielleicht",neutral,81
^,neutral,81
ich werde ihm morgen eine E-Mail schicken,neutral,81
ich bin krank -_-,sadness,81
Ja,neutral,81
Es ist spät,neutral,81
Ins Bett gehen,neutral,81
auf mein Niveau kommen person_362,neutral,355
link_12,neutral,355
Sie verlinkten direkt nachdem er es sagt,neutral,355
nein ich habe nicht,neutral,355
Ich habe auf den traurigen Teil verlinkt,neutral,355
oh,neutral,355
"aber das ""Nicht anfassen"" ist der wichtigste Teil",neutral,355
aber ich wollte Ihnen mit dieser traurigen Stimme antworten,neutral,355
brutal...,neutral,355
"wir haben nicht einmal verloren, nur unentschieden",neutral,355
I hier,neutral,508
Wann Dinge?,neutral,508
Uh,neutral,508
"Wir müssen alles auspacken, essen, einkaufen und vielleicht zur Post gehen.",neutral,508
Also wahrscheinlich super spät,sadness,508
Ich kann warten,neutral,508
Sie könnten explodieren,non-neutral,508
Das ist wahr,neutral,508
Ich habe gerade mal vier Stunden Schlaf.,sadness,508
Ich hatte schon neun in zwei Tagen,non-neutral,508
Weil heiße Gegenstände,neutral,508
Wenigstens Geld?,non-neutral,508
Noch nicht,non-neutral,508
Bald Geld,joy,508
Ich lasse dich dein Ding machen,neutral,508
Vielleicht bis bald,neutral,508
Ist Person_9?,neutral,508
Morgen Person_9,neutral,508
Wir sehen uns in einem Jahr,neutral,508
Und im Jahr darauf bekommen Sie Person_9 zu sehen!,joy,508
Person_253!,joy,508
"lmaoooo, steht das tatsächlich in dem Artikel?! Ich habe ihn nicht gelesen, sondern nur den Titel gesehen und ihn an Sie weitergeleitet.",joy,554
Das ist saukomisch.,joy,554
"Es besagt eigentlich, dass",non-neutral,554
so großartig,joy,554
Ich möchte das schwule Pinguin-Paradies besuchen,joy,554
bitte lassen. Das glücklichste Pinguin-Paradies der Welt.,joy,554
Es ist allerdings in Deutschland,neutral,554
"Heh, ich werde es diesen Sommer besuchen und Sie wissen lassen, wie es läuft.",joy,554
Machen Sie viele Fotos,neutral,554
"Ich bringe eine 64-GB-SD-Karte mit, nur für diesen Anlass. Ich schicke dir ungefähr 500 Bilder von schwulen Pinguinen, die schwul sind.",joy,554
"Ok, dafür könnte ich auf eine Liste gesetzt werden",neutral,554
Es lohnt sich,joy,554
Ok dann,neutral,554
"Ich meine, solange wir mit etwas weggehen, würde ich sagen, wir sind ok.",neutral,51
Du hast mich gerade bei meinem Telefonspiel umgebracht :/,non-neutral,51
"Aber ja, Sie haben Recht, obwohl ich eine kleine Investition tätigen muss, um das Gehäuse zu kaufen",neutral,51
Weil ein Typ die Zahlung aufteilt und uns dadurch 30 Dollar fehlen.,neutral,51
"Es sei denn, PM wird gekauft",neutral,51
Ich werde dieses Wochenende eine weitere PM-Ankündigung veröffentlichen.,neutral,51
"Der Typ, der NN gekauft hat, ist an PM interessiert, also kann ich hoffentlich etwas mit ihm aushandeln",neutral,51
Auch wenn meine Ankündigung - oh schön,joy,51
"Auch mfw mit all dem Zeug, das ich verkauft person_35 kann ich kaufen, dass location_18 Versorgung Set und haben immer noch einen guten Batzen Geld übrig.",joy,51
Lol wat,surprise,51
"Oh, ich verstehe",neutral,637
Ist das so wichtig?,neutral,637
Welchen Fehler haben Sie gemacht,neutral,637
Es ist wichtig,neutral,637
jede,non-neutral,637
wie wenn ich eine Wand gezeichnet habe,non-neutral,637
ich soll eine dünnere Leitung für die Fenster verwenden,non-neutral,637
Oh,neutral,637
aber ich habe beim Zeichnen der Wand versehentlich über den Abschnitt gezeichnet,non-neutral,637
so was in der Art,non-neutral,637
"Einfach über alles andere nachzeichnen, um es dicker zu machen LOL",non-neutral,637
mittags dann wird alles hässlich aussehen,non-neutral,637
Ich bin bereit,neutral,86
"Ich hole mir ein abschwellendes Mittel, während das hier hochgeladen wird.",neutral,86
"in einer Minute zurück, sorry",neutral,86
Du bist verrückt attraktiv,joy,86
"Es ist wahnsinnig, wie sehr ich mich zu dir hingezogen fühle.",joy,86
So sind Sie,joy,86
"Du gibst mir das Gefühl, so gewollt und so glücklich zu sein",joy,86
Ich habe gerade Ihren Schnappschuss bekommen,neutral,86
"Und wie ja, du bist krank!",joy,86
"Aber dich nur zu sehen, macht mich so glücklich",joy,86
Ich liebe dich so sehr,joy,86
Und ich liebe Dich,joy,86
hm,neutral,86
"mein Telefon denkt, es ist 8:47 Uhr",non-neutral,86
dies scheint verdächtig zu sein,surprise,86
Lol das ist nicht richtig,joy,86
ok ich bin bereit,neutral,86
Ok,neutral,86
Rufen Sie mich an,neutral,86
"zwei ""Anruf fehlgeschlagen ""s",neutral,86
rufen Sie mich an,neutral,86
Hmm was ist der Sinn des Ganzen,neutral,408
der zweiten Woche,neutral,408
Haben wir unser Produkt nicht schon nach der ersten Woche,neutral,408
Hmm,neutral,408
Vielleicht um es wieder zu reinigen?,neutral,408
"Ich weiß, dass wir es für andere Reaktionen verwenden müssen",neutral,408
Ok,neutral,408
"Ja, deshalb lassen wir es gerne in der Uhr",neutral,408
Glass,neutral,408
Auch,neutral,408
Sie setzen die gesamte Transformationsreaktion in,neutral,408
Das objektive Recht,neutral,408
Ich habe nicht,neutral,408
"Hmm ja, ich denke, das wird in zwei Wochen notwendig sein",neutral,408
"Und noch eine Sache... Sie geben Massenbereiche für das, was Sie hinzufügen sollten",neutral,408
Haben Sie den Massenbereich angegeben und dann ein leeres Feld eingefügt,neutral,408
Für Ihre Masse,neutral,408
"Nee, nur der Rohling",neutral,408
Oder haben Sie einfach ein leeres Feld für Ihre Reagenzienmasse eingefügt,neutral,408
Ok,neutral,408
Es sind alle 150,neutral,618
Welche DPolice,neutral,618
D robo,neutral,618
Awe kein Galopp?,surprise,618
"Ich habe es gehasst, also bin ich das Gallop.deck losgeworden, aber wenn Sie nach der Schrittweite fragen, ja, es hat 4",neutral,618
"Verdammt, ich liebe Gallop lol haha ich habe bereits die G-Einheit Gallop fehlte nur G3",non-neutral,618
"Mein Problem war, dass es nicht beenden konnte",neutral,618
Oooooh,surprise,618
Also 150 ist der Handelswert oder Verkaufswert?,neutral,618
150 verkaufen,neutral,618
Wie hoch ist der Handelswert?,neutral,618
Dasselbe lol,joy,618
Ist der Handelswert Organisation_19 Marktpreis? Oder Organisation_19 niedrig?,neutral,618
Tcg niedrig,neutral,618
Hmmm,neutral,618
Ohhh okay,neutral,469
Und lmao,joy,469
Woher Sie einkaufen,neutral,469
colourpop,neutral,469
für Make-up haha,neutral,469
Ohh lol,neutral,469
Person_234,neutral,469
Ja?,neutral,469
hahha,joy,469
Person_235,joy,469
"Ich weiß, dass Person_292 auch Sachen will",neutral,469
weil ich beim letzten Mal bestellen wollte,neutral,469
aber nicht genug für den kostenlosen Versand (wie $4 Rabatt),neutral,469
"und wir dachten, das ist ein Zeichen.",neutral,469
aber heute gibt es einen 20% Rabatt,joy,469
und ich war wie yasss und person_236 half bekommen freeshipping,joy,469
oh wie viel Zeit haben Sie?...,neutral,648
"Würde es Ihnen etwas ausmachen, wenn ich Sie interviewe? lol",non-neutral,648
Ich habe bis Zeit_1 ish,neutral,648
"oh ok hmm idk, wenn wir genug Zeit für das Interview haben, aber mal sehen, wie lange das Abendessen dauert? weil das Interview ist nur etwa 20min",neutral,648
"und wir könnten das Interview im HCI-Gebäude machen - wir müssen Ihren Ausweis benutzen, wenn es Ihnen nichts ausmacht, denn Person_13 leiht sich meinen, um in 303 zu kommen",neutral,648
Ok! Wir werden es herausfinden 😊 werde ich mit meinem Ausweis Zugang zum hci Gebäude haben?,joy,648
"ja, das sollten wir alle :D",joy,648
"Ich meine das Gebäude, in dem sie dhcs unterrichten",neutral,648
Ah ok ok 👍🏼,neutral,648
Yo lesen Sie es,neutral,197
Manager werden ziemlich gestresst,neutral,197
"Ja, ich glaube, ich verstehe das, aber ich habe das Gefühl, dass sie auch dadurch belohnt werden, dass sie mit dem Campus arbeiten können. Ich bin mir nur nicht sicher, ob es sich lohnt, ausschließlich Logistik zu betreiben, zumindest für mich.",neutral,197
Habe dich,neutral,197
Sie können immer noch bei Campus mitmachen,neutral,197
Aber Sie haben einfach keine Entscheidungsbefugnis über Scheiße,neutral,197
Wir werden die neue Struktur heute freigeben,neutral,197
"Ja, hmmm",neutral,197
"Sind Sie sicher, dass Sie mit dieser neuen Struktur arbeiten werden?",neutral,197
Ja,neutral,197
2 Kappe,neutral,197
2 asst Kappe,neutral,197
2 Manager,neutral,197
aiight,neutral,197
Wird E-Mail verschicken,neutral,197
Mit den Verantwortlichkeiten,neutral,197
Später am Tag skizziert,neutral,197
aigyht yeah id def wollen eine definitive Reihe von responsbilities vor der Entscheidung,neutral,197
Klingt gut,joy,197
Hahaha ok ><,joy,647
"Wie lange haben Sie geplant, am Standort_71 zu bleiben?",non-neutral,647
"Ehrlich gesagt, so Gott will",neutral,647
Ich würde gerne für den Rest meines Lebens hier bleiben LOL,joy,647
Solange Gott mich hier haben will,non-neutral,647
"weil ich dieses Unternehmen und das, wofür es steht, absolut liebe",joy,647
"und die Unternehmenskultur, etc.",joy,647
wenn nicht etwas wirklich Drastisches passiert,non-neutral,647
Ich würde absolut gerne am Standort_71 bleiben,joy,647
"Oh, wirklich? 😯 Ich bin froh, dass du einen Ort gefunden hast, den du wirklich magst! ^^",surprise,647
"ja, und eigentlich würde ich auch gerne an Standort_3 bleiben, solange Gott mich hier haben will",joy,647
"was verrückt ist, ich hätte nicht gedacht, dass ich das denken würde, als ich damals im Monat_1 anfing",surprise,647
"Ach wirklich? Haben Sie gedacht, Sie würden sich einen anderen Job suchen?",surprise,647
mmm ehrlich gesagt nicht wirklich,non-neutral,647
"Ich wusste, dass person_312 der richtige Ort sein würde",neutral,647
"es ist nur so, dass ich mir nicht ganz sicher war, ob ich an diesem Ort bleiben wollte_3",non-neutral,647
"weil ein Teil von mir zu Standort_72 gehen möchte, Standort_73",neutral,647
Ein Teil von mir möchte zu Standort_6 gehen,neutral,647
"zumindest damals, als ich anfing",neutral,647
"nun...ich möchte ehrlich gesagt so lange am Standort_3 bleiben, wie Gott mich hier haben will, wie ich sagte lol",joy,647
"Ich denke, der Grund, warum ich mich so fühle, liegt vor allem an der neuen Möglichkeit, vom Consulting in die Abteilung zu wechseln_1",neutral,647
"und auch, weil meine Gemeinde hier in location_3 so toll ist",non-neutral,647
Wo sind Sie Person_165,neutral,457
8. Stockwerk,neutral,457
In welchem Stockwerk befinden Sie sich?,neutral,457
Ok,neutral,457
Ich hole Sie,neutral,457
Ich gehe zum 9. und prüfe es,neutral,457
Ich werde am 4.,neutral,457
Soll ich Sie holen?,neutral,457
Habe ich Zugang,neutral,457
du hast nicht,neutral,457
Dann ja,neutral,457
ich hole Sie,neutral,457
Ich bin am Aufzug,neutral,457
ein steigender gpa ist ein schönes Gefühl,joy,200
Sollte Essen bekommen 2 feiern,joy,200
Und gib mir,neutral,200
Ich habe 0 Lebensmittel,neutral,200
"Wenn du noch hier wärst, könnte ich dir kleine Schlückchen geben",neutral,200
"Ich vermisse es, Essen 5 Minuten zu Fuß entfernt zu haben",sadness,200
Fahrt zum Standort_91,neutral,200
0 Auto,sadness,200
Ich gehe,neutral,200
das gleiche Problem zu haben,neutral,200
wenn ich zurückkomme,neutral,200
wahrscheinlich,neutral,200
"Ich bin eigentlich so gelangweilt, was tun",neutral,200
Ich bin herumgelaufen und habe mir alte Bilder angesehen.,neutral,200
zurückkommen zu Standort-HL Person-HL[1] macht gerade Pizza,neutral,200
2 Vater,sadness,200
Wo treffen wir uns?,neutral,472
u im Studio?,neutral,472
Standort_1,neutral,472
oh ok haha was ist da los?...,neutral,472
Standort_1,neutral,472
Sollen wir uns einfach an der mm-Bushaltestelle treffen?,neutral,472
Standort_1,neutral,472
"idk Person_435 hat ihre Brieftasche vergessen, also bringe ich sie mit",neutral,472
Sicher!,joy,472
ohh ok,neutral,472
eigentlich bin ich in mm haha ich könnte dich einfach unten bald treffen :),joy,472
Okay!,joy,472
ill be @location_2,neutral,472
Uhh ich bin hier..,neutral,472
Wo u,neutral,472
looooooool,joy,472
"Ich war in der UC mit meinem Regenschirm und ich war wie ""das ist in Ordnung, ich habe einen Regenschirm"" und ging dann wie 10 Fuß in den Regen und war wie ""nope nvm""",non-neutral,424
Ich verstecke mich jetzt in location_1,neutral,424
"Ich wollte Lebensmittel einkaufen, verdammt noch mal.",anger,424
meine Socken sind nass,non-neutral,424
:(((((((,sadness,424
trauriger Kerl,sadness,424
:(,sadness,424
Ich liebe Thunder,joy,424
der Schnitt verwandelt sich in einen Teich,neutral,424
lol n o p e,non-neutral,424
es ok Person_381,neutral,424
du bist ok,neutral,424
"Ich meine, als ob ich keine Angst davor hätte.",neutral,424
"Aber es ist eine dieser Ängste, die nie verschwunden sind",non-neutral,424
"omg da sind Leute, die im abgeschnittenen Teich herumtollen",surprise,424
"Also jedes Mal, wenn es donnert, ist es wie ""G R E A T""",neutral,424
Wenn ich einen Poncho hätte,neutral,424
Das würde ich so was von tun,neutral,424
in ihren Sport-BHs,neutral,424
und Turnhosen,neutral,424
KANN MIR JEMAND EINEN SPORT-BH GEBEN?,neutral,424
es sieht lustig aus,joy,424
Zahlenspiel diese Schlampe,neutral,281
weitergehen,neutral,281
Arbeit für ein Nicht-Startup haha,neutral,281
"Es sei denn, die Scheißer sind schon bekannt",disgust,281
Aber kleiner als falten,neutral,281
Organisation_32,neutral,281
Person_155,joy,281
googl,neutral,281
Haha,joy,281
Das ist größer als ford haha,joy,281
oder?,neutral,281
100%,neutral,281
organisation_32 ist ein sterbender Leichnam,disgust,281
Auch der Großteil der Arbeitskräfte ist mexikanische Fertigung,neutral,281
Wenn stattdessen IT und Engineering,neutral,281
lol,joy,281
"Ich meine, wenn ich genug Interviews führe, werde ich Leute finden, die meinen Stil zu schätzen wissen, ha",joy,281
wahr,neutral,281
so Volumen der Suche nach ppl,neutral,281
"Warum wird in der Aktivitätsleiste angezeigt, dass mir 5 Modelle gefallen haben?",neutral,274
derzeit nicht,neutral,274
"Oh, du kannst also nicht sehen, dass ich jemanden mag?",surprise,274
"Ich meine, wenn ich auf Ihr Profil gehe",neutral,274
Ich könnte wahrscheinlich,neutral,274
aber keine Aktivitätsleiste?,neutral,274
schnell,neutral,274
weil ich sie alle nach 10 Sekunden nicht mehr mochte,neutral,274
auch zurück zu meiner Selbstmord-Philosophie,neutral,274
weil ich an meinem Computer sitze,neutral,274
ok,neutral,274
Grundsätzlich,neutral,274
"ich denke, der einzige Grund, Selbstmord zu begehen, ist, wenn man 0 Menschen hat, die sich um einen kümmern",sadness,274
*auf Grund der psychischen Gesundheit,neutral,274
offensichtlich ist der assistierte Suizid aufgrund einer unheilbaren Krankheit eine Ausnahme,neutral,274
"aber im Grunde wie, wenn Sie auch nur eine Person auf der Welt haben, die durch Ihren Selbstmord verletzt werden würde",neutral,274
"Sie sind eine egoistische Fotze, weil Sie es tun",neutral,274
das bin ich,neutral,274
Philosophie,neutral,274
ya,neutral,274
"eine, die ich letztes Jahr entwickelt habe",neutral,274
Welches NN-Deck spielt Ed?,neutral,603
"Ich weiß nicht, ich glaube, Musketiere?",neutral,603
Ehhh ich werde fragen,neutral,603
"Ich meine, er hat nicht wirklich G-Decks",neutral,603
also,neutral,603
"Weil er niemanden hat, mit dem er wirklich Organisation_60 spielen kann",neutral,603
Person_436,neutral,603
Er hat eine verdammte metrische Tonne BT gekauft.,surprise,603
"Ich sagte ""wirklich""",neutral,603
"Ich meine, er hat BT immer noch aus dem Arsch gekauft",surprise,603
"Er ist am Donnerstag beschäftigt, oder?",neutral,603
"Ich meine, er hat etwa 1 Vorratsset des neuen BT-Sets gekauft",non-neutral,603
"Und ja, er ist am Donnerstag beschäftigt",neutral,603
Das war's? Er hatte eine Menge von dem neuen Zeug,surprise,603
"Ich bin mir ziemlich sicher, ja.",neutral,603
"Ich schwöre bei Gott, er hat einen WSP",surprise,603
Und ich war wie wtf,non-neutral,603
"Nun, ich meine, ich könnte falsch liegen, aber zur gleichen Zeit ist es mir egal lol.",neutral,603
Wahr,neutral,603
Sie haben Recht,neutral,603
"nvm ich habe einen Torrent gefunden, der mit sich selbst funktioniert",neutral,164
"wie nicht die, die Sie gepostet haben",neutral,164
hye,neutral,164
Hype,neutral,164
Link an umang senden,neutral,164
"Ich weiß eigentlich nicht, wie es funktioniert hat",neutral,164
weil es früher nicht der Fall war,neutral,164
"und ich wollte es gerade wieder öffnen, um es mit Ihrem Code zu versuchen",neutral,164
und es hat zufällig,neutral,164
ähm ok,neutral,164
"es ist besser, wenn ich Dateien offline übertrage",neutral,164
nicht so einfach zu verfolgen,neutral,164
den Sturzbach?,neutral,164
"er kann nicht torren, er wohnt auf dem Campus",neutral,164
rechts,neutral,164
Ich kann ihm also einfach Crack-Dateien und so weiter geben.,neutral,164
kk,neutral,164
"müssen wir uns an das Rad mit den Zahlen gewöhnen oder gibt es eine Möglichkeit, es auf die Tastennamen umzuschalten",neutral,164
"Klicken Sie auf Tutorials und es wird Ihnen angezeigt, auf welche Tastennamen sie sich beziehen",neutral,164
"Ich weiß eigentlich nicht, welche Mischung und welchen Schlüssel ich am Ende verwendet habe, ich habe einfach auf updtate geklickt und es hat funktioniert",neutral,164
"warten Sie, eigentlich war es Ihre",surprise,164
die gerade aus dem Ordner fcbeats aktualisiert wurde,neutral,164
Wie tief sollte ich den NN-Split absenken?,neutral,151
Ich muss einen Käufer finden lol,neutral,151
Uhhhh Preis-HL[1]? *Achselzucken* Ich kenne die Hollo-Verhältnisse für NN nicht,neutral,151
1 RRR 2 RR?,neutral,151
16 Karten,neutral,151
Das ist das Verhältnis für NN,neutral,151
"Wenn Sie es unbedingt nötig haben, würde ich sagen: Preis-HL[2]-Preis-HL[3]",neutral,151
Hmmm kk,neutral,151
HI,neutral,156
ICH BRAUCHE IHRE MEINUNG,neutral,156
Welche Tasche?,neutral,156
Website-HL[1],neutral,156
OR,neutral,156
Website-HL[2],neutral,156
Hilfe,neutral,156
ich mag das zweite mehr,neutral,156
der Schwarze,neutral,156
?,neutral,156
ja,neutral,156
"Ja. Ich neigte dazu, weil es die größere Sache ist, hahaha",joy,156
es hat einen Reißverschluss,neutral,156
ja,neutral,156
Haben Sie auch das Nougat-Update schon erhalten?,neutral,156
"Nö. Hast du? Ich habe gesehen, dass Leute das N-Update erzwingen, aber ich will das nicht tun",neutral,156
Es ist schön,neutral,156
